target,siRNA,stim,Well,OD_450,OD_540,OD_570,viability_24,viability_48,corrected,loganswer,conc,below,above,batch
NR5A1,s5392,stim,C7,0.512,0.046,0.042,177,1706,0.466,2.1507480430930097,123.74833529148744,FALSE,FALSE,A
NR5A1,s5392,stim,C8,0.456,0.046,0.043,179,1677,0.41000000000000003,2.3510031968448053,206.64091517187086,FALSE,FALSE,A
NR5A1,s5392,stim,C9,0.478,0.045,0.04,183,1651,0.433,2.2683438108838003,167.7510270413494,FALSE,FALSE,A
NR5A1,s5392,stim,C10,0.441,0.049,0.047,188,1764,0.392,2.416179060693194,242.97390057673374,FALSE,FALSE,A
NR5A1,s5392,stim,C11,0.517,0.052,0.048,186,1480,0.465,2.15429701030334,124.90935986173405,FALSE,FALSE,A
NR5A1,s5392,stim,C12,0.552,0.048,0.044,177,1423,0.504,2.0163855038173604,86.09605029760426,FALSE,FALSE,A
NR5A1,s5393,unstim,B1,0.649,0.052,0.045,211,2450,0.597,1.6886670146687006,31.078855059556727,FALSE,FALSE,A
NR5A1,s5393,unstim,B2,0.691,0.05,0.045,210,2660,0.6409999999999999,1.5318637754752409,16.28121417427742,FALSE,FALSE,A
NR5A1,s5393,unstim,B3,0.696,0.051,0.046,209,2438,0.6449999999999999,1.5174801396855688,15.172610859213403,FALSE,FALSE,A
NR5A1,s5393,unstim,B4,0.625,0.049,0.045,236,2707,0.576,1.7628670724096078,40.17620843614884,FALSE,FALSE,A
NR5A1,s5393,unstim,B5,0.674,0.049,0.044,234,2514,0.625,1.58915521168679,21.079982175439614,FALSE,FALSE,A
NR5A1,s5393,unstim,B6,0.675,0.047,0.041,294,3293,0.628,1.5784404845854034,20.133732669857448,FALSE,FALSE,A
NR5A1,s5393,stim,B7,0.637,0.042,0.036,280,3208,0.595,1.6957466626357085,31.881343895174975,FALSE,FALSE,A
NR5A1,s5393,stim,B8,0.639,0.044,0.038,258,3028,0.595,1.6957466626357085,31.881343895174975,FALSE,FALSE,A
NR5A1,s5393,stim,B9,0.65,0.054,0.049,267,3175,0.596,1.6922072313982734,31.47850878365463,FALSE,FALSE,A
NR5A1,s5393,stim,B10,0.658,0.047,0.042,256,2882,0.611,1.6390124730035849,25.80350924766164,FALSE,FALSE,A
NR5A1,s5393,stim,B11,0.662,0.048,0.043,254,2743,0.614,1.6283474561785325,24.74701263065077,FALSE,FALSE,A
NR5A1,s5393,stim,B12,0.641,0.05,0.045,239,2531,0.591,1.7098968464098436,33.52502943067333,FALSE,FALSE,A
water,water,unstim,F1,0.471,0.048,0.045,221,2310,0.423,2.3042033257364563,183.71779562003886,FALSE,FALSE,A
water,water,unstim,F2,0.582,0.044,0.04,186,1901,0.5379999999999999,1.8966736057954126,61.07781828315376,FALSE,FALSE,A
water,water,unstim,F3,0.541,0.049,0.045,201,2032,0.49200000000000005,2.058725343543051,96.72994359801416,FALSE,FALSE,A
water,water,unstim,F4,0.473,0.048,0.045,235,2449,0.425,2.2970220313346923,180.4138259928727,FALSE,FALSE,A
water,water,unstim,F5,0.48,0.046,0.043,229,2235,0.434,2.2647641605588777,166.2283369949384,FALSE,FALSE,A
water,water,unstim,F6,0.512,0.043,0.039,217,2048,0.46900000000000003,2.1401058870706877,120.32315732750253,FALSE,FALSE,A
water,water,stim,F7,0.25,0.043,0.042,202,2135,0.20700000000000002,3.1238511409374676,1312.2495397555078,FALSE,FALSE,A
water,water,stim,F8,0.322,0.066,0.061,183,1831,0.256,2.9280926340595066,829.6592162264615,FALSE,FALSE,A
water,water,stim,F9,0.285,0.042,0.04,180,1805,0.24299999999999997,2.9793302054987585,935.7719465047608,FALSE,FALSE,A
water,water,stim,F10,0.259,0.044,0.043,194,2003,0.21500000000000002,3.091385135759199,1216.449916366615,FALSE,FALSE,A
water,water,stim,F11,0.29,0.044,0.042,184,1873,0.246,2.967463392769853,910.0703508371687,FALSE,FALSE,A
water,water,stim,F12,0.291,0.044,0.042,194,1868,0.247,2.963513550333262,901.6702320299844,FALSE,FALSE,A
ZFP36,s14978,unstim,E1,0.515,0.053,0.049,199,2199,0.462,2.1649487967891217,128.45155049394316,FALSE,FALSE,A
ZFP36,s14978,unstim,E2,0.494,0.051,0.048,226,2756,0.443,2.2325960215614375,153.0936118075746,FALSE,FALSE,A
ZFP36,s14978,unstim,E3,0.525,0.049,0.045,204,2421,0.47600000000000003,2.1153005873548256,112.65797594707179,FALSE,FALSE,A
ZFP36,s14978,unstim,E4,0.468,0.047,0.044,232,2700,0.42100000000000004,2.311389466072566,187.07913786128847,FALSE,FALSE,A
ZFP36,s14978,unstim,E5,0.479,0.048,0.045,215,2436,0.431,2.2755064730365295,170.8357787942887,FALSE,FALSE,A
ZFP36,s14978,unstim,E6,0.523,0.052,0.048,243,2571,0.47100000000000003,2.1330149711754167,118.08709823701143,FALSE,FALSE,A
ZFP36,s14978,stim,E7,0.207,0.044,0.043,249,2692,0.16299999999999998,3.3063247780725753,2006.7836882785573,FALSE,FALSE,A
ZFP36,s14978,stim,E8,0.222,0.036,0.035,222,2448,0.186,3.210089053643676,1604.3937605084454,FALSE,FALSE,A
ZFP36,s14978,stim,E9,0.193,0.036,0.034,256,2677,0.157,3.3317534287285255,2128.8624576799616,FALSE,FALSE,A
ZFP36,s14978,stim,E10,0.197,0.04,0.039,275,2634,0.157,3.3317534287285255,2128.8624576799616,FALSE,FALSE,A
ZFP36,s14978,stim,E11,0.215,0.045,0.044,252,2535,0.16999999999999998,3.2768301750283357,1873.8548590418413,FALSE,FALSE,A
ZFP36,s14978,stim,E12,0.19,0.042,0.041,258,2237,0.148,3.3701578002542227,2327.3318132024187,FALSE,FALSE,A
ZFP36,s14979,unstim,D1,0.678,0.051,0.046,145,970,0.627,1.5820133757020445,20.44667450493763,FALSE,FALSE,A
ZFP36,s14979,unstim,D2,0.692,0.052,0.047,142,895,0.6399999999999999,1.5354556305438278,16.563829320967425,FALSE,FALSE,A
ZFP36,s14979,unstim,D3,0.7,0.055,0.05,144,1003,0.6449999999999999,1.5174801396855688,15.172610859213403,FALSE,FALSE,A
ZFP36,s14979,unstim,D4,0.672,0.049,0.043,152,1147,0.623,1.5962919116347958,21.723323686429783,FALSE,FALSE,A
ZFP36,s14979,unstim,D5,0.705,0.059,0.048,134,850,0.6459999999999999,1.5138800709442872,14.900836906464665,FALSE,FALSE,A
ZFP36,s14979,unstim,D6,0.708,0.049,0.044,145,902,0.6589999999999999,1.4669157878385792,11.554320899771746,FALSE,FALSE,A
ZFP36,s14979,stim,D7,0.463,0.045,0.041,147,937,0.41800000000000004,2.3221779263912974,192.23106864998923,FALSE,FALSE,A
ZFP36,s14979,stim,D8,0.491,0.044,0.04,149,1041,0.447,2.2183260591021825,147.5713232512398,FALSE,FALSE,A
ZFP36,s14979,stim,D9,0.417,0.041,0.037,156,1134,0.376,2.474519015591606,280.4588826054561,FALSE,FALSE,A
ZFP36,s14979,stim,D10,0.472,0.048,0.044,156,935,0.424,2.3006120774773264,182.05870519800985,FALSE,FALSE,A
ZFP36,s14979,stim,D11,0.604,0.054,0.049,144,852,0.5499999999999999,1.8544497148101364,53.77472855939703,FALSE,FALSE,A
ZFP36,s14979,stim,D12,0.496,0.047,0.043,150,923,0.449,2.2111970181481775,144.87970655898954,FALSE,FALSE,A
