target,siRNA,stim,Well,OD_450,OD_540,OD_570,viability_24,viability_48,corrected,loganswer,conc,below,above,batch
MSI2,s42756,unstim,A1,0.624,0.057,0.052,163,1313,0.567,1.794593581618339,44.566212004832096,FALSE,FALSE,A
MSI2,s42756,unstim,A2,0.634,0.05,0.045,147,1227,0.584,1.7346330090276258,36.53021743322168,FALSE,FALSE,A
MSI2,s42756,unstim,A3,0.637,0.049,0.044,162,1499,0.588,1.7205020000040927,34.792514537651854,FALSE,FALSE,A
MSI2,s42756,unstim,A4,0.597,0.049,0.044,157,1371,0.5479999999999999,1.8614878020963166,54.94326927237984,FALSE,FALSE,A
MSI2,s42756,unstim,A5,0.604,0.049,0.044,163,1517,0.5549999999999999,1.8368518954630941,50.93448842598484,FALSE,FALSE,A
MSI2,s42756,unstim,A6,0.608,0.054,0.049,167,1570,0.5539999999999999,1.840371807831599,51.493422492772865,FALSE,FALSE,A
MSI2,s42756,stim,A7,0.378,0.048,0.045,174,1443,0.33,2.644721918115237,423.5388681810317,FALSE,FALSE,A
MSI2,s42756,stim,A8,0.301,0.043,0.042,176,1569,0.258,2.9202520834908725,814.497774342066,FALSE,FALSE,A
MSI2,s42756,stim,A9,0.36,0.046,0.043,166,1431,0.314,2.70490211229918,489.1275191670604,FALSE,FALSE,A
MSI2,s42756,stim,A10,0.36,0.045,0.043,177,1409,0.315,2.701124637187902,484.73784743564204,FALSE,FALSE,A
MSI2,s42756,stim,A11,0.273,0.045,0.044,179,1667,0.22800000000000004,3.039061951073132,1076.363498736425,FALSE,FALSE,A
MSI2,s42756,stim,A12,0.346,0.046,0.044,171,1434,0.3,2.7580235486887847,555.078161531162,FALSE,FALSE,A
NR5A1,s5392,unstim,C1,0.687,0.051,0.045,161,1469,0.636,1.549807459692968,17.71668316176353,FALSE,FALSE,A
NR5A1,s5392,unstim,C2,0.689,0.046,0.041,157,1407,0.6429999999999999,1.5246752428235613,15.722576262883667,FALSE,FALSE,A
NR5A1,s5392,unstim,C3,0.645,0.049,0.044,163,1623,0.596,1.6922072313982734,31.47850878365463,FALSE,FALSE,A
NR5A1,s5392,unstim,C4,0.653,0.047,0.042,165,1508,0.606,1.6567670748514085,27.620893007494086,FALSE,FALSE,A
NR5A1,s5392,unstim,C5,0.64,0.049,0.044,160,1499,0.591,1.7098968464098436,33.52502943067333,FALSE,FALSE,A
NR5A1,s5392,unstim,C6,0.699,0.049,0.043,172,1502,0.6499999999999999,1.4994625098143868,13.83473499194605,FALSE,FALSE,A
