target,siRNA,stim,Well,OD_450,OD_540,OD_570,viability_24,viability_48,corrected,loganswer,conc,below,above,batch
HNRNPL,s6741,unstim,D5,0.519,0.046,0.042,390,4242,0.47300000000000003,2.1393985184048776,124.14206100044996,FALSE,FALSE,D
HNRNPL,s6741,unstim,D6,0.395,0.045,0.042,397,4233,0.35000000000000003,2.6581204080970084,441.4089032936326,FALSE,FALSE,D
HNRNPL,s6741,stim,D7,0.178,0.043,0.043,402,4312,0.135,3.653677877686721,4491.119194657445,FALSE,TRUE,D
HNRNPL,s6741,stim,D8,0.178,0.042,0.041,398,4179,0.13599999999999998,3.6487570285691566,4440.3645824393825,FALSE,TRUE,D
HNRNPL,s6741,stim,D9,0.181,0.043,0.042,410,4240,0.138,3.638924023704191,4340.6515910748185,FALSE,TRUE,D
HNRNPL,s6741,stim,D10,0.171,0.043,0.042,434,4436,0.128,3.6882052183486476,4863.883857267937,FALSE,TRUE,D
HNRNPL,s6741,stim,D11,0.201,0.044,0.043,445,4424,0.15700000000000003,3.5460845648843025,3502.583703103301,FALSE,FALSE,D
HNRNPL,s6741,stim,D12,0.199,0.043,0.042,467,4086,0.15600000000000003,3.55094511745788,3542.1584769252163,FALSE,FALSE,D
MBNL1,s8553,unstim,A1,0.571,0.049,0.044,364,3597,0.5219999999999999,1.941876322294151,73.76814368458359,FALSE,FALSE,D
MBNL1,s8553,unstim,A2,0.393,0.046,0.043,355,3594,0.34700000000000003,2.671204111890142,455.32844945161276,FALSE,FALSE,D
MBNL1,s8553,unstim,A3,0.429,0.046,0.043,402,3959,0.383,2.515595134427114,314.0842531891837,FALSE,FALSE,D
MBNL1,s8553,unstim,A4,0.391,0.044,0.041,184,429,0.34700000000000003,2.671204111890142,455.32844945161276,FALSE,FALSE,D
MBNL1,s8553,unstim,A5,0.443,0.047,0.043,474,4532,0.396,2.460140678626906,274.79126655965223,FALSE,FALSE,D
MBNL1,s8553,unstim,A6,0.368,0.046,0.043,424,4131,0.322,2.781072893650215,590.3446872022284,FALSE,FALSE,D
MBNL1,s8553,stim,A7,0.164,0.04,0.039,511,4668,0.124,3.7079993268804707,5091.33676763244,FALSE,TRUE,D
MBNL1,s8553,stim,A8,0.168,0.041,0.04,481,4502,0.127,3.6931493570754834,4919.729072578576,FALSE,TRUE,D
MBNL1,s8553,stim,A9,0.183,0.044,0.043,479,4513,0.139,3.634011862430416,4291.678381927056,FALSE,TRUE,D
MBNL1,s8553,stim,A10,0.191,0.044,0.043,415,3782,0.14700000000000002,3.594818396565591,3920.150120238365,FALSE,FALSE,D
MBNL1,s8553,stim,A11,0.262,0.043,0.041,371,3502,0.21900000000000003,3.25017399722553,1765.2866889846734,FALSE,FALSE,D
MBNL1,s8553,stim,A12,0.302,0.045,0.043,334,2933,0.257,3.0739402463477146,1171.900292260789,FALSE,FALSE,D
MBNL1,s8555,unstim,B1,0.466,0.047,0.044,359,3701,0.41900000000000004,2.362966644727492,216.95168322620177,FALSE,FALSE,D
MBNL1,s8555,unstim,B2,0.371,0.044,0.042,358,3632,0.327,2.758978579380335,560.3828261402703,FALSE,FALSE,D
MBNL1,s8555,unstim,B3,0.356,0.045,0.043,478,4828,0.311,2.829894946316291,662.2141343135843,FALSE,FALSE,D
MBNL1,s8555,unstim,B4,0.368,0.045,0.042,449,4428,0.323,2.776649172535484,584.2230675979532,FALSE,FALSE,D
MBNL1,s8555,unstim,B5,0.396,0.046,0.043,433,4253,0.35000000000000003,2.6581204080970084,441.4089032936326,FALSE,FALSE,D
MBNL1,s8555,unstim,B6,0.325,0.044,0.042,414,4281,0.281,2.96456708868462,907.9469324528264,FALSE,FALSE,D
MBNL1,s8555,stim,B7,0.166,0.042,0.041,468,4715,0.124,3.7079993268804707,5091.33676763244,FALSE,TRUE,D
MBNL1,s8555,stim,B8,0.167,0.042,0.041,457,4470,0.125,3.7030464085428316,5033.446963855047,FALSE,TRUE,D
MBNL1,s8555,stim,B9,0.172,0.043,0.042,480,4658,0.129,3.6832640005670263,4808.703229593208,FALSE,TRUE,D
MBNL1,s8555,stim,B10,0.164,0.042,0.042,474,4581,0.122,3.717913962780882,5209.221764024978,FALSE,TRUE,D
MBNL1,s8555,stim,B11,0.187,0.043,0.042,452,4017,0.14400000000000002,3.609494357407159,4055.3571505160526,FALSE,TRUE,D
MBNL1,s8555,stim,B12,0.242,0.044,0.043,365,3275,0.198,3.349217633422984,2220.986470132108,FALSE,FALSE,D
PNRC2,s31123,unstim,E1,0.399,0.047,0.044,421,4029,0.35200000000000004,2.649409798225686,432.37164626062844,FALSE,FALSE,D
PNRC2,s31123,unstim,E2,0.399,0.046,0.043,449,4543,0.35300000000000004,2.645058044481755,427.92414849484607,FALSE,FALSE,D
PNRC2,s31123,unstim,E3,0.439,0.047,0.044,479,4841,0.392,2.477162477126816,286.3231570473072,FALSE,FALSE,D
PNRC2,s31123,unstim,E4,0.464,0.047,0.044,422,4466,0.41700000000000004,2.3713694955635454,221.45795299414004,FALSE,FALSE,D
PNRC2,s31123,unstim,E5,0.411,0.047,0.044,407,4189,0.364,2.5973443303014476,381.9748909858619,FALSE,FALSE,D
PNRC2,s31123,unstim,E6,0.343,0.046,0.044,440,4455,0.29700000000000004,2.8924627807291277,766.9562144230994,FALSE,FALSE,D
PNRC2,s31123,stim,E7,0.178,0.044,0.043,435,4404,0.134,3.658601628283901,4542.482600567239,FALSE,TRUE,D
PNRC2,s31123,stim,E8,0.181,0.044,0.042,448,4406,0.137,3.6438390781632397,4390.211202379368,FALSE,TRUE,D
PNRC2,s31123,stim,E9,0.182,0.044,0.043,466,4588,0.138,3.638924023704191,4340.6515910748185,FALSE,TRUE,D
PNRC2,s31123,stim,E10,0.194,0.044,0.042,430,4252,0.15000000000000002,3.580168252002906,3789.6618378746375,FALSE,FALSE,D
PNRC2,s31123,stim,E11,0.188,0.044,0.043,456,4315,0.14400000000000002,3.609494357407159,4055.3571505160526,FALSE,TRUE,D
PNRC2,s31123,stim,E12,0.19,0.045,0.044,506,4603,0.14500000000000002,3.604599497429238,4009.7529141714767,FALSE,TRUE,D
water,water,unstim,F1,0.407,0.047,0.044,397,3870,0.36,2.6146618523162317,398.07145942373563,FALSE,FALSE,D
water,water,unstim,F2,0.432,0.047,0.043,428,4315,0.385,2.507038501781299,307.68922565922236,FALSE,FALSE,D
water,water,unstim,F3,0.451,0.046,0.042,377,3918,0.405,2.421974335269034,250.51994108484965,FALSE,FALSE,D
water,water,unstim,F4,0.428,0.046,0.042,482,4722,0.382,2.5198768990070497,317.3319557636587,FALSE,FALSE,D
water,water,unstim,F5,0.348,0.046,0.043,450,4576,0.302,2.87006140856484,727.7097490938633,FALSE,FALSE,D
water,water,unstim,F6,0.332,0.045,0.043,429,4368,0.28700000000000003,2.937452637973146,852.1645709518361,FALSE,FALSE,D
water,water,stim,F7,0.184,0.042,0.044,433,4305,0.142,3.619292710152471,4148.204926144987,FALSE,TRUE,D
water,water,stim,F8,0.189,0.043,0.042,475,4501,0.14600000000000002,3.5997075113941532,3964.686116666925,FALSE,FALSE,D
water,water,stim,F9,0.184,0.043,0.042,442,4447,0.14100000000000001,3.6241962084082124,4195.462179893759,FALSE,TRUE,D
water,water,stim,F10,0.191,0.043,0.043,493,4912,0.14800000000000002,3.589932150210374,3876.138372788721,FALSE,FALSE,D
water,water,stim,F11,0.193,0.043,0.042,454,4293,0.15000000000000002,3.580168252002906,3789.6618378746375,FALSE,FALSE,D
water,water,stim,F12,0.186,0.044,0.043,488,4296,0.14200000000000002,3.619292710152471,4148.204926144987,FALSE,TRUE,D
