GeneID	Mock_0_A.x	AngII_0.25_A.x	AngII_0.5_A.x	AngII_0.75_A.x	AngII_1_A.x	AngII_1.5_A.x	AngII_2_A.x	AngII_3_A.x	AngII_4_A.x	AngII_6_A.x	AngII_8_A.x	AngII_24_A.x	Mock_0_B.x	AngII_0.25_B.x	AngII_0.5_B.x	AngII_0.75_B.x	AngII_1_B.x	AngII_1.5_B.x	AngII_2_B.x	AngII_3_B.x	AngII_4_B.x	AngII_6_B.x	AngII_8_B.x	AngII_24_B.x
AC004967.7	0.199569050319817	0.327777721903313	0.0636135278916233	-0.240631400533039	0.123576273983335	-0.00756867484765106	-0.0383431574946313	0.208251031937925	-0.0490972627372567	-0.0209574148342546	-0.38709455472638	0.0112519333735259	-0.212387585080952	0.114325371628849	0.229059215871597	-0.214378372466845	-0.399059260555678	0.0791203264183331	0.00914392760678928	0.108824695159694	-0.0738738517426713	0.0174702730282583	0.0220755800298521	0.129332605866447
AC005307.5	0.160030119151189	0.129813285420494	0.123092612844901	-0.383065327036845	-0.299351063619548	0.498306099449254	0.184171135431007	0.715484622057649	0.60517989124526	0.0909371016410421	-0.249922668583092	0.316742923769064	-0.204355353188643	-0.486788440896474	-0.153798216852147	-0.275682035613456	-0.0784897114860821	0.470738374754707	-0.0923724887206808	0.368907414544347	-0.335688086818085	-0.525424363602423	-1.04656995794886	0.468104134057428
AC005394.1	-0.095535801831479	-0.107093288464166	-0.0918234701321753	-0.0786615436556685	-0.119792307094582	-0.116229579946816	-0.114961853203866	-0.156102850469058	-0.158233186040001	-0.152913607001957	-0.155368092287387	2.88917366188042	-0.118637638663188	-0.0994025378976121	-0.112935009039783	-0.103178197426978	-0.103905187460848	-0.103516507969339	-0.0830259324277685	-0.15647464501652	-0.211168439974439	-0.177568185924985	-0.147334419725494	-0.125311380226316
AC005534.8	-0.242257579053471	-0.255624946140119	0.807907332426551	-0.21751161184533	0.438646410307649	-0.0647106826818127	0.404943478514893	0.274284016507177	-0.413871834114352	-0.367955321235844	-0.325855411798495	-0.254219500468645	0.421475136493155	0.650525669849982	-0.213452131311698	-0.198963504346031	0.370811774479788	-0.385885612121502	-0.232822511030352	-0.369580269132037	-0.20368992209187	0.129785330082391	0.486981235027697	-0.238959546317723
AC005614.5	0.24723983312228	0.832730611246636	0.373920504680064	-2.30032347101331	1.54639440560884	-2.11676359075743	0.36244190285259	1.15098353281299	0.142845633062245	-0.373297759825192	1.23237480157915	-2.27833303990545	-2.26025122685188	-0.345209549927991	1.12021468392699	-0.242268399920755	-0.288659063592914	-0.296043429377138	1.3818617219938	0.210155232111617	1.19913554538644	-0.140778102057373	0.404325947950454	0.437303276895345
AC005786.7	-0.486578138894465	-0.650322579764308	1.04134803228039	-0.616647221028083	1.16034460473669	0.53949115972602	-0.570270192119365	-0.763777847164414	0.712462535144237	-0.373961642320479	-0.350613938232009	-0.745989835568954	0.345159338488644	0.945239627518682	1.15891001562935	-0.58660227422303	-0.845588151076959	-0.76836123649954	1.16650465453171	-0.521049827124366	1.61733847614801	-0.319632256658633	-0.414185026150666	-0.673218277378475
AC005943.2	-0.13984927036079	0.260665520651494	-0.0319842236695216	0.281771401858204	0.210444055356401	-0.0260492087650745	-0.0382086331400844	-0.113926086344	0.0352421399575902	0.079135936356108	0.0521576569405224	-0.0406541604875505	-0.293175506046695	0.36780559764039	0.0215391772894477	-0.153804549456717	-0.221405771048378	0.0343864634997217	0.00136437373777409	-0.132021552834085	-0.0391280335007936	0.0176362058135022	-0.394860683455907	0.262919150008439
AC006369.2	-0.155566943206112	-0.188074675176513	-0.173308352853192	1.10657890187209	1.18655002343998	-0.19684833967914	-0.154944653790321	-0.149537933793854	-0.162918111541975	-0.0459250785700117	0.0119795745495983	-0.0830987277301649	-0.116628537946915	-0.12553772628405	-0.105912770516806	-0.0840736957064876	-0.0801184268816256	-0.122694293892317	-0.117534960928142	-0.13076465682452	-0.0759357646252195	-0.04068476506152	0.0639535209303623	-0.0589536057831483
AC006373.1	-0.141189923392839	0.166731761690306	0.347820380126745	0.092943600952532	0.222574181597391	-0.112983476283755	-0.121967903135747	-0.15896540629402	-0.473724263893168	-0.624612811061563	0.241678462804169	1.00473915859924	-0.224913144673846	-0.0353503330302685	-0.244622164275857	0.0242519863641825	0.0139911287391607	-0.180727840072839	0.56209840147184	-0.349195343762785	-0.691954911882809	-0.311080672059772	0.331065314794911	0.663393816678788
AC006486.9	-0.0650454843414118	0.0935757446267718	0.118688788621687	-0.0833439140499225	0.159203247887122	0.50520089532902	0.337540392601452	0.252979059965339	-0.366681297974562	0.394160606797488	0.329048001278752	0.443099242584768	-0.496403745228833	-0.236836291305935	-0.0888067583263617	-0.53921330388751	0.411538867235708	-0.622986314025335	-0.00894617869597311	-0.0923478069297627	0.182687807682913	-0.244467792529848	-0.267521952626554	-0.115121814689011
AC006538.4	-0.975944327789208	2.65600036007008	1.04090782146982	2.27148499121278	-1.51287762902196	1.19742035570863	1.4082553975859	-1.32801206844963	-1.59595426525264	-0.924516723517352	2.21459623133932	0.848676460898494	2.21139510607027	-1.53287019383203	1.43778471289401	-1.4385839961393	-1.41038082429279	-1.7714529655248	1.45166066157285	1.9008786694644	-1.34403021350227	-1.68785271863406	-1.17290647331266	-1.94367836901786
AC007038.7	-0.0527029580193138	0.287107457222228	-0.227770594446724	0.143808495422539	0.041717002473379	-0.365409917060396	0.236643245668847	-0.442821164652337	0.105666421782397	0.503779437538868	-0.0467547563432962	0.0874007584833725	0.323288644283318	0.530597021598329	-0.148390706091233	-0.369416714355172	-0.575271901107845	0.336342958468051	-0.113227965957836	0.354612625797496	-0.643965822094001	-0.432184569667477	0.233849986266491	0.233103014790317
AC007091.1	-0.113704092512616	0.69131100314755	-0.145380753678288	-2.39317272799352	1.27397115128839	0.615551419608872	1.0232390260668	1.65107253600888	-2.28310820206758	-1.90138280701406	0.185540358903972	0.11143895312107	0.0826023218218666	-2.39713619873847	-2.26760131015892	-2.33386966224876	1.16003205403432	0.689696186583934	0.616467915651929	1.52581517785084	0.936713451958444	2.05472242362344	0.680186780220153	0.536994994521765
AC007192.4	-0.802501234506581	0.193442110493932	0.441241031805583	0.656900194916492	0.0624480348578561	0.62977411657528	-0.15345805133436	0.0743041049507464	-0.0669223368617478	0.287828151652148	-0.438286656775975	-0.185489979164631	0.196546515860011	-0.542062543263424	0.0101582108884157	-0.171654965235031	0.176531084938251	0.00397023653456488	-0.457472436224064	-0.14914288754637	-0.433717098372887	0.152786783741976	0.412378627800733	0.102398984269081
AC007193.6	0.293109308808275	0.366534531692121	0.12853493917642	0.559891033331013	0.0571298203253035	0.345377189582454	-1.16171416832007	-0.156346567289613	-0.0566033942419874	0.121619307076572	-1.33153846276093	-0.126982419946314	0.128702670567091	-0.324549951626596	-0.486134592057791	0.1078518335755	-0.365490360626346	1.64827091612706	0.142088131963983	-0.0385455721418084	-0.519412202483389	0.67542521787623	-0.144241566304049	0.137024357696879
AC007204.2	-0.0192651383877949	-0.0526154829581758	-0.175947325273537	-0.109974234543254	-0.0832340637851355	0.0243053788751746	-0.00908882412573603	-0.0805557936495221	-0.137327828219322	-0.197556732526597	1.09164981178244	-0.0609310697564451	-0.077551787734289	-0.129961380002315	-0.169906928670807	-0.0752674270919466	-0.131071767852023	-0.0617069747296652	-0.0225160773203996	-0.205092167974697	1.159245457146	-0.176282825077258	-0.192852622418721	-0.106494195705967
AC007292.4	-0.150010535443779	-0.106597437302365	-0.104775485326247	-0.0773341090108364	-0.129270414870089	-0.0890132439355831	-0.112910000964057	-0.08919906586771	-0.0479847760474937	-0.0971578312574961	-0.0745247883249547	-0.0472576774954925	1.2569035662411	-0.162220437779898	-0.170821489662822	-0.136715332636218	-0.0547506630838266	1.118202808539	-0.195272531609691	-0.124898559117896	-0.0613685068125324	-0.122650083026271	-0.127826778883084	-0.0925466263217527
AC007325.4	0.0616157652042497	0.0898851589677324	-0.0612450746228096	0.137607163416927	-0.0581092945090117	0.0673309207858414	-0.204094854009437	0.0309932153763914	0.110114493529799	-0.0215539607359102	-0.100396091222586	-0.197148522428444	-0.0803240875793964	-0.0277171053985847	0.0912096224829231	-0.115236267650629	0.0222349635113276	0.144893562714107	0.0878260507068963	-0.157556968412222	0.114367771216305	0.00889605281634687	0.00926319572441178	0.0471442901157736
AC007773.2	-0.0966770254476781	-1.5125912590755	0.0768826521472187	0.342085621932061	0.1361988945676	0.392636806523393	0.20561627320855	-0.110690975512564	0.0119046568033917	0.253239419290037	-0.552397088671475	-1.55128109437025	-0.595379566726341	0.0463957220241466	0.295084920070621	0.206670232234553	0.254361924845603	0.642122693731303	0.214423157148541	0.284128972803487	0.33947815042438	0.18013797431084	0.332585179914343	0.205063757823735
AC007796.1	-0.326129987485921	1.09662245428133	-0.346302577167863	-0.350371593197735	1.16118973818567	-0.43063069192603	-0.445884371149771	0.950401977099888	-0.444607136097759	1.05340748877971	1.54367563624666	-0.373871561324087	-0.322061297837447	-0.328686024464571	-0.354976122245337	-0.359409055317634	-0.39101691710511	-0.458098127985275	-0.4799006215411	-0.369756014733718	1.35144664529564	-0.512366829221375	-0.479881615592844	-0.382793395495311
AC008753.6	-0.546261368620017	0.164971326961954	-0.772245928731809	0.243256430975418	-0.916950128961888	0.01924548045821	-0.908016788353926	0.379695164667782	0.795101573441899	-0.752817211960163	0.553957603942595	-0.567455578587562	0.826540569001865	0.604874369724402	0.460680723325272	-0.860713659061809	0.818559787213444	-0.909511249498263	0.24024764040469	0.876510763620265	0.725495339362032	-0.737072599723892	0.813411292897683	-0.551503552498183
AC009133.24	0.152970273712364	0.161635388897992	0.768022638842386	0.288742558267918	0.231142349580595	0.273571166155107	0.0154090501060205	-0.901728837266139	-0.947871255828125	0.243599064066541	-0.251998919995063	0.145326581325403	-0.326280286783312	0.392072321521035	-0.432427009896744	0.139858901486312	-0.291330460644259	0.0163505603671215	0.147431186039612	-0.177741053673367	0.10793316968549	0.265646828380879	0.0606814235155272	-0.0810156378632914
AC009495.4	-1.50538777379143	-1.46950081306651	-1.44997230972212	-1.48456449001951	0.920836842686356	1.04131085465184	0.438067224547937	-1.3816200736064	-1.37783741041805	0.928525282155019	-1.38931119482638	0.389851707081329	1.30921523457319	-1.49005145643874	0.979117394151282	1.04310273893145	-1.51871705786648	1.57108924848703	1.48832173042055	2.12488528740155	1.18472902912891	-1.36922266610661	2.42017873914838	-1.4030460675026
AC010084.1	0.681270053085455	-2.39793466038809	0.18158978270585	-2.32234823021244	1.20813409553594	0.711451973154693	1.37018723267681	-1.31551892466432	-0.964073378291494	-1.19520284461351	1.70177996898644	0.931983118036601	0.226545826477356	1.51059607538917	0.427183420578743	0.0281925609058402	0.161358334346271	-1.93279845763929	0.691171930147511	1.58616150731787	-1.18721476177997	0.868406923071311	-1.92026258494321	0.949341040116478
AC010547.9	-0.251067725574604	0.143028481995729	0.149296759863619	0.0139312390228453	-0.387251209361554	0.169398768430489	0.130409085850713	0.195374276604347	0.195443349302188	-0.276153256246425	0.097669468896802	0.204980641063621	-0.550834008081476	-0.089304376435928	-0.149940101005997	0.261512409724533	0.0544106865889957	-0.0331643628608614	0.462748227908318	-0.508393770661053	0.238993833658252	-0.70524009992731	0.447145822163412	0.187005859081345
AC010642.1	0.155270524927822	0.157260255821094	-0.285839369507567	0.200355213201459	-0.0602300226660371	-0.521073634445846	-0.410577842043315	-0.173601405725904	-0.189397470289014	0.555046434091442	0.169363949931896	0.200458571348443	0.552454809604863	-0.0934922465035368	-0.197614694944851	-0.0481920272037164	-0.318508563930354	-0.552536035120807	-0.00798159936917706	0.0510994039653234	0.156609262252152	0.463871224556075	0.100551014560432	0.0967042474891218
AC011239.1	-0.0633617912799667	0.196418774135623	-0.322702750761196	-0.413818313485771	0.20586781633652	0.0684754767282619	0.01460524829553	0.269798555665074	0.010074738613492	0.00914885742846985	-0.268959573128829	0.522438974246613	0.0874393137946962	0.112220403980948	0.154669814312442	-0.00327725995623789	0.0232532237481424	-0.334839750541684	-0.555256665649483	0.0662373988507604	-0.224776583260077	-0.164864554261307	0.394910739478541	0.216297906709441
AC011330.5	-0.204881777350738	0.352765355819887	0.160862280895038	0.487092923389028	-0.342720739111906	-2.58213290170085	0.276381027764201	0.025377375090901	-0.467701702050262	0.952363468057615	0.112259507153307	-0.421603594784031	0.372693451327187	-0.114768131826411	-0.106109339282769	0.681869774768918	0.200133482689413	-0.190050802206802	-0.116129951553615	0.0952229526484659	-0.241783074913981	0.944029837137548	0.514502758698842	-0.387672180658989
AC011747.6	0.0755428048625818	-0.31471630418035	-0.00969205087924113	0.463837424724701	-0.336705159659601	0.111103796807808	0.319845897652343	0.724389320016209	0.641416986048244	0.0953064041926665	-0.0854645612433972	0.340524706394113	-1.34746268100673	0.0476414119908709	-2.43680710478734	0.40922150522297	0.320267977804458	-0.465736872855421	0.196774130272522	0.849311658775044	0.557515125774731	0.514261969233897	0.151921479457747	-0.822297864618825
AC011997.1	-0.306607985616427	0.689223093449701	-0.202340063170149	0.878197852583034	-0.132326531330259	-0.10503475477632	-0.153580255361094	-0.362195603857538	-0.392280525415671	0.994781680839952	-0.0525538979904603	-0.314588676381461	-0.169018456818962	-0.133560384531165	-0.185603497345624	-0.119115055780959	-0.0273669120503094	-0.0768600704624542	-0.175795507862728	-0.417221348471654	1.20003928667515	-0.196898384800275	-0.0115384828012698	-0.22775551872306
AC012442.5	-0.247288366994338	0.582608865987316	-0.683744950266543	-0.433605288557024	-0.298412467234313	0.800548910303153	0.443467793465985	-0.73144444104126	-0.674081438754192	1.37340173169898	-1.05739449851228	-0.779421580994532	-0.361938946333829	-0.460934623192444	1.0530500519889	-0.440942581871191	1.4544675223061	-0.499154021105454	-0.723001096663043	-1.20535805222744	0.620768317499119	0.699514719397803	0.529440463300824	1.03945397779971
AC017002.2	0.405970007350989	-0.049809327160885	-0.0727347694167617	-0.0614941733692868	-0.0847132188685727	-0.105349826691275	0.437111360003289	0.204564578218384	0.380914060220738	-0.137048776666464	-0.119235888106838	-0.068425670404144	-0.0417067166062699	-0.0586181594779732	-0.0670659573457502	-0.0723854511891051	0.24809063180179	-0.107366852515886	-0.109837433571966	-0.121853210317909	-0.121456288735346	-0.119230617718654	-0.100475433204406	-0.0578428662276972
AC024084.1	-0.0944367291900849	0.907090478372437	0.0526987616230709	-0.517291283422286	0.15370781393666	0.302001703363039	0.0336516861254844	-1.0963666805385	0.479683282202204	0.154702649945704	-0.275329654160287	-1.96551928678607	1.36759653712018	0.59915711234485	0.963374516659856	-0.631920839529218	0.662082542557516	0.345104504389205	1.38622128992664	0.718770421033238	0.00921380781130524	-0.25630334794065	-1.23709875387428	-2.06079053197001
AC026150.8	-0.671133683155262	0.205762081622853	0.34201322671893	0.309042796559819	0.33352389649907	-0.815504174408943	0.19041104566162	-0.734160569217894	0.375781892727147	0.463447643018745	0.370941405489385	0.527111117891491	-0.696043287646182	0.504483426814669	0.27587485157577	0.225280507399693	0.634891349835965	0.663127153500633	-0.726155796296595	0.376964954539762	-0.516263663714208	-0.505309226995667	-0.443307095650458	-0.690779852770344
AC058791.1	0.222915339345267	-0.0204813764335245	-0.0230459418509077	-1.18880511497238	0.260165883279144	0.203240388557157	0.135986588751041	0.026130109102471	0.224950500603294	0.107578144509775	0.180576619787646	0.319333057735272	-0.191114050094284	-0.378395575261814	0.210806500669289	0.0811066541453106	-0.121754409548412	0.026207233888112	0.249126569100392	-0.247665332669318	-0.0663667003905147	0.140198867416197	-0.210954893082581	0.0602609374133706
AC062029.1	-0.14466491393042	-0.0112630939726808	0.156576411030444	0.120040913485942	0.078551344371963	0.260857688141041	0.440968516181894	0.401831837637318	0.372855409984334	0.158562821943442	-0.612440843718814	-0.370017538455878	0.0997689639893617	0.338064300631346	0.189687837824803	0.189520543253975	0.575700067574659	-0.551099118252792	-0.605261194538351	-0.549336199955241	-0.0923468405798193	0.0745250730251561	0.269661018155707	-0.790743003827386
AC068282.3	0.018518040447242	0.0256466386953349	-0.0256583096582524	0.0159275779544402	0.0132973852276115	-0.050398562760598	0.362468158728725	-0.0242934554936753	-0.0208480191468008	-0.058801983805016	-0.0397199756296367	-0.0422263151561942	0.0172758559076372	-0.00602798935760376	0.0660260901262819	0.00297689889853171	-0.018936251627531	-0.0472295176633157	-0.0501910215400379	-0.0142817563978687	-0.0177099088603261	-0.0502368953888475	-0.0320483853007786	-0.0235282981993222
AC073610.5	0.592793357818196	0.529509914847856	0.836831049427221	-0.73457304753532	-0.0202252599221987	-0.125505870478389	0.179847149461885	0.412927712021074	-0.0979981471114045	0.224671313350906	-2.34139120867695	0.104108402737851	0.956404587098389	0.570872966766336	-0.368003618302438	-0.578835395943887	-0.221150374912111	-0.263632074319933	-0.60868203695487	0.115060702735708	-0.415202569831142	-0.00805949840304435	0.45819649843261	0.802035447693656
AC074363.1	-1.77650322950382	-1.49846411358236	1.53963161220628	1.7669599301788	1.22548667736947	2.91145359080307	-1.80253131193527	-1.75699621859503	-1.45101576178229	1.74473119882513	-1.47447306051035	-1.7887994429857	1.65022323030004	1.00594473249523	-1.87796637168605	1.40030000082387	-1.88458055632529	1.52900594778305	-1.5799235324782	1.60646074597728	-1.68497504733	-1.63539535580065	1.70474018831565	2.12668614743711
AC079305.10	-0.0118048917573522	-0.00988477591299414	-0.00844240085974657	0.00609686463306294	-0.00845537392784156	0.00151633377244426	-0.00982589395623443	-4.7760438946165e-05	-0.0149606829671187	-0.0313879358439148	-0.033479323483018	-0.0136924536843397	-0.019991032710444	-0.0099163655046004	-0.00275372200984475	-0.00174911560283889	0.273522426759308	0.00511341191014147	-0.0101059265215863	-0.0134626632144185	-0.00955922721660407	-0.0268103530912402	-0.0389214090298288	-0.010997729342045
AC079305.8	0.216586709358488	-0.102080366167993	-0.150026024237163	-0.151468675400022	-0.31597036008455	-0.430457861586888	-0.300806724047615	-0.203426711420904	-0.327076843374644	-0.18930428213858	-0.258846181450096	0.0917509707166661	0.115385303404687	-0.0921558524283703	-0.280003121271935	-0.251909646581431	3.83053145171853	-0.331469096484186	-0.286201458577777	-0.185882220821951	-0.262784875088084	-0.347584718550739	-0.0968753484945728	0.310075933009129
AC083899.3	-0.409230382084431	-0.0345857896411217	0.417101629151663	-0.214945534918294	-0.240356945360689	0.00513193368039011	-0.285781239170709	-0.0532413261962366	-0.384016851068461	0.0445494024803661	0.367631348616265	0.0633205189947723	0.37711375640029	0.379825343974397	0.0474474675049569	0.0922978160655392	-0.306986099352711	0.0837506400621438	0.110285594688552	-0.347351807533279	0.107494014696423	0.0587678889571496	-0.0408420120311452	0.162620632084168
