Name,Well,"Fluor:530/25,590/35"
MBNL2_s19767_unstim,A1,1785
MBNL2_s19768_unstim,B1,2486
AKAP1_s15665_unstim,C1,2227
AKAP1_s15666_unstim,D1,2167
PNRC2_s31122_unstim,E1,2259
water_unstim,F1,2244
,G1,1
,H1,1
MBNL2_s19767_unstim,A2,2152
MBNL2_s19768_unstim,B2,2946
AKAP1_s15665_unstim,C2,3226
AKAP1_s15666_unstim,D2,3053
PNRC2_s31122_unstim,E2,2685
water_unstim,F2,2985
,G2,2
,H2,1
MBNL2_s19767_unstim,A3,2144
MBNL2_s19768_unstim,B3,2743
AKAP1_s15665_unstim,C3,3116
AKAP1_s15666_unstim,D3,3446
PNRC2_s31122_unstim,E3,2940
water_unstim,F3,2726
,G3,2
,H3,1
MBNL2_s19767_unstim,A4,2281
MBNL2_s19768_unstim,B4,3034
AKAP1_s15665_unstim,C4,3100
AKAP1_s15666_unstim,D4,3442
PNRC2_s31122_unstim,E4,2938
water_unstim,F4,3307
,G4,2
,H4,1
MBNL2_s19767_unstim,A5,2710
MBNL2_s19768_unstim,B5,2957
AKAP1_s15665_unstim,C5,3508
AKAP1_s15666_unstim,D5,3420
PNRC2_s31122_unstim,E5,3038
water_unstim,F5,3048
,G5,2
,H5,1
MBNL2_s19767_unstim,A6,2762
MBNL2_s19768_unstim,B6,3133
AKAP1_s15665_unstim,C6,3059
AKAP1_s15666_unstim,D6,3443
PNRC2_s31122_unstim,E6,2944
water_unstim,F6,3243
,G6,2
,H6,1
MBNL2_s19767_stim,A7,2856
MBNL2_s19768_stim,B7,3280
AKAP1_s15665_stim,C7,3427
AKAP1_s15666_stim,D7,3518
PNRC2_s31122_stim,E7,3153
water_stim,F7,3143
,G7,2
,H7,1
MBNL2_s19767_stim,A8,2942
MBNL2_s19768_stim,B8,3441
AKAP1_s15665_stim,C8,3090
AKAP1_s15666_stim,D8,3181
PNRC2_s31122_stim,E8,3076
water_stim,F8,3150
,G8,1
,H8,2
MBNL2_s19767_stim,A9,2896
MBNL2_s19768_stim,B9,3567
AKAP1_s15665_stim,C9,3340
AKAP1_s15666_stim,D9,3668
PNRC2_s31122_stim,E9,3172
water_stim,F9,3133
mediaOnly,G9,298
mediaOnly,H9,289
MBNL2_s19767_stim,A10,2680
MBNL2_s19768_stim,B10,3214
AKAP1_s15665_stim,C10,3117
AKAP1_s15666_stim,D10,3112
PNRC2_s31122_stim,E10,3008
water_stim,F10,2847
mediaOnly,G10,292
mediaOnly,H10,286
MBNL2_s19767_stim,A11,2546
MBNL2_s19768_stim,B11,3172
AKAP1_s15665_stim,C11,3315
AKAP1_s15666_stim,D11,3235
PNRC2_s31122_stim,E11,2749
water_stim,F11,3311
mediaOnly,G11,295
mediaOnly,H11,287
MBNL2_s19767_stim,A12,2859
MBNL2_s19768_stim,B12,3351
AKAP1_s15665_stim,C12,3453
AKAP1_s15666_stim,D12,3473
PNRC2_s31122_stim,E12,2988
water_stim,F12,2733
mediaOnly,G12,287
mediaOnly,H12,284
